fighter_name,Height,Weight,Reach,Stance,DOB,year
Josh Epps,,58.96696,,,"Aug 23, 1986",1986.0
Josh Ferguson,165.1,56.699,167.64000000000001,Orthodox,"May 13, 1988",1988.0
Josh Grispi,180.34,65.77083999999999,187.96,Orthodox,"Oct 14, 1988",1988.0
Josh Haynes,175.26,77.11064,,Orthodox,"Jul 30, 1977",1977.0
Josh Hendricks,187.96,106.59412,,Southpaw,"Aug 28, 1976",1976.0
Josh Janousek,180.34,83.91452,185.42000000000002,Orthodox,"Sep 25, 1980",1980.0
Josh Jarvis,,,,,,
Josh Koscheck,177.8,77.11064,185.42000000000002,Orthodox,"Nov 30, 1977",1977.0
Josh LaBerge,177.8,65.77083999999999,,,,
Josh McDonald,,83.91452,,,,
Josh Neal,182.88,83.91452,,,,
Josh Neer,180.34,77.11064,182.88,Orthodox,"Mar 24, 1983",1983.0
Josh Paiva,167.64000000000001,56.699,,,"Apr 05, 1991",1991.0
Josh Parisian,193.04,120.20188,,Orthodox,"Jun 28, 1989",1989.0
Josh Pulsifer,177.8,65.77083999999999,,,"Mar 16, 1983",1983.0
Josh Rafferty,182.88,77.11064,,Orthodox,"Jan 06, 1981",1981.0
Josh Samman,190.5,83.91452,200.66,Orthodox,"Mar 14, 1988",1988.0
Josh San Diego,177.8,61.23492,,,,
Josh Shockley,185.42,70.30676,187.96,Orthodox,"Nov 15, 1989",1989.0
Josh Shockman,193.04,106.59412,,Southpaw,"Dec 29, 1980",1980.0
Josh Smith,182.88,70.30676,,Orthodox,"Jul 02, 1982",1982.0
Josh Stansbury,187.96,92.98636,187.96,,"Nov 19, 1984",1984.0
Josh Stuart,175.26,72.57472,,,,
Josh Thomson,177.8,70.30676,180.34,Orthodox,"Sep 21, 1978",1978.0
Josh Thornburg,182.88,77.11064,,,"May 24, 1984",1984.0
Joshua Burkman,177.8,77.11064,182.88,Orthodox,"Apr 10, 1980",1980.0
Joshua Sampo,162.56,56.699,162.56,Orthodox,"Jul 24, 1984",1984.0
Journey Newson,,61.23492,,,"Mar 07, 1989",1989.0
Juan Adams,195.57999999999998,120.20188,203.2,Orthodox,"Jan 16, 1992",1992.0
Juan Alcain,,,,,,
Juan Espino,193.04,113.398,208.28,,"Oct 09, 1980",1980.0
Juan Miranda,,70.30676,,,,
Juan Mott,182.88,86.18248,,Switch,,
Juan Puig,175.26,65.77083999999999,182.88,Orthodox,"Apr 23, 1989",1989.0
Jules Bruchez,182.88,92.98636,,Southpaw,"Aug 16, 1977",1977.0
Julia Avila,162.56,61.23492,,,"May 11, 1988",1988.0
Julia Budd,170.18,65.77083999999999,170.18,,"Jul 04, 1983",1983.0
Julian Erosa,185.42,65.77083999999999,187.96,Southpaw,"Jul 31, 1989",1989.0
Julian Marquez,187.96,83.91452,190.5,Orthodox,"May 08, 1990",1990.0
Julian Sanchez,190.5,136.0776,,Orthodox,,
Juliana Lima,165.1,52.16308,165.1,Orthodox,"Mar 15, 1982",1982.0
Julianna Pena,167.64000000000001,61.23492,175.26,,"Aug 19, 1989",1989.0
Julie Kedzie,165.1,61.23492,162.56,Orthodox,"Mar 18, 1981",1981.0
Julija Stoliarenko,170.18,65.77083999999999,167.64000000000001,,"Apr 08, 1993",1993.0
Julio Arce,170.18,65.77083999999999,177.8,Southpaw,"Oct 27, 1989",1989.0
Julio Cesar Neves Jr.,172.72,65.77083999999999,,,"Apr 25, 1994",1994.0
Julio Paulino,182.88,77.11064,,Orthodox,"Dec 04, 1975",1975.0
Jumabieke Tuerxun,170.18,61.23492,170.18,Orthodox,"Apr 17, 1986",1986.0
Jun Yong Park,182.88,77.11064,,,"Feb 27, 1991",1991.0
Junie Browning,175.26,70.30676,,Orthodox,"May 12, 1984",1984.0
Junior Albini,190.5,119.748288,187.96,Orthodox,"Mar 15, 1991",1991.0
Junior Assuncao,175.26,65.77083999999999,182.88,Orthodox,"Jun 24, 1981",1981.0
Junior Barata,177.8,77.11064,,Orthodox,"Jan 25, 1982",1982.0
Junior Dos Santos,193.04,107.954896,195.58,Orthodox,"Jan 30, 1984",1984.0
Junior Hernandez,175.26,61.23492,175.26,Orthodox,"Jul 22, 1986",1986.0
Junya Kudo,,61.23492,,Orthodox,,
Jussier Formiga,165.1,56.699,170.18,Orthodox,"Apr 14, 1985",1985.0
Justin Bruckmann,175.26,77.11064,,Orthodox,,
Justin Buchholz,182.88,70.30676,185.42000000000002,Orthodox,"Aug 22, 1983",1983.0
Justin Davis,180.34,92.98636,,,"Apr 01, 1983",1983.0
Justin DeMoney,,77.11064,,,"Jul 01, 1985",1985.0
Justin Edwards,177.8,70.30676,177.8,Orthodox,"Jan 26, 1983",1983.0
Justin Eilers,185.42,106.59412,,Orthodox,"Jun 28, 1978",1978.0
Justin Frazier,182.88,120.20188,190.5,Southpaw,"Jun 15, 1989",1989.0
Justin Gaethje,180.34,70.30676,177.8,Orthodox,"Nov 14, 1988",1988.0
Justin Gonzales,175.26,65.77083999999999,182.88,Orthodox,"Apr 28, 1991",1991.0
Justin Governale,,65.77083999999999,,,,
Justin Guthrie,185.42,77.11064,,,"Jan 19, 1981",1981.0
Justin Haskins,177.8,77.11064,,Orthodox,"Aug 30, 1979",1979.0
Justin Hawes,180.34,92.98636,,,"Jan 13, 1979",1979.0
Justin James,177.8,70.30676,,Orthodox,"Nov 08, 1976",1976.0
Justin Jones,180.34,83.91452,198.12,Orthodox,"Sep 06, 1987",1987.0
Justin Lawrence,172.72,65.77083999999999,170.18,Orthodox,"May 15, 1990",1990.0
Justin Ledet,193.04,92.98636,203.2,Orthodox,"Sep 28, 1988",1988.0
Justin Levens,180.34,83.91452,,Orthodox,"Apr 18, 1980",1980.0
Justin Martin,182.88,83.91452,,,,
Justin McCully,185.42,102.0582,185.42000000000002,Orthodox,"Feb 18, 1976",1976.0
Justin McElfresh,198.12,92.98636,,Orthodox,"Jan 04, 1980",1980.0
Justin Patterson,177.8,77.11064,,,"Dec 07, 1985",1985.0
Justin Pennington,162.56,,,,,
Justin Robbins,165.1,61.23492,,,"Jul 29, 1980",1980.0
Justin Salas,172.72,70.30676,177.8,Southpaw,"Mar 13, 1982",1982.0
Justin Scoggins,170.18,56.699,167.64000000000001,Southpaw,"May 02, 1992",1992.0
Justin Smitley,,65.77083999999999,,,,
Justin Sumter,187.96,83.91452,203.2,Southpaw,"Nov 16, 1989",1989.0
Justin Wilcox,167.64000000000001,70.30676,,Orthodox,"Mar 12, 1979",1979.0
Justin Willis,185.42,119.748288,198.12,Southpaw,"Jul 19, 1987",1987.0
Justin Wren,187.96,120.20188,,Orthodox,"Apr 27, 1987",1987.0
Justine Kish,165.1,56.699,162.56,Orthodox,"Apr 13, 1988",1988.0
Jutaro Nakao,175.26,77.11064,,Southpaw,"Nov 30, 1970",1970.0
KJ Noons,177.8,70.30676,182.88,Orthodox,"Dec 07, 1982",1982.0
Kai Kara-France,165.1,56.699,175.26,Orthodox,"Mar 26, 1993",1993.0
Kailin Curran,162.56,52.16308,165.1,Orthodox,"Apr 11, 1991",1991.0
Kain Royer,,83.91452,,,,
Kaitlin Young,175.26,61.23492,,Orthodox,"Sep 15, 1985",1985.0
Kajan Johnson,180.34,70.30676,190.5,Orthodox,"Apr 21, 1984",1984.0
Kaleo Kwan,170.18,70.30676,,,"Aug 01, 1970",1970.0
Kali Robbins,160.02,52.16308,160.02,Orthodox,"Jul 05, 1984",1984.0
Kalib Starnes,190.5,83.91452,187.96,Orthodox,"Jan 06, 1975",1975.0
Kalindra Faria,170.18,56.699,,Switch,"Jul 23, 1986",1986.0
Kaline Medeiros,160.02,52.16308,,,,
Kamal Shalorus,172.72,70.30676,172.72,Orthodox,"Aug 27, 1972",1972.0
Kamaru Usman,182.88,77.11064,193.04,Switch,"May 11, 1987",1987.0
Kamuela Kirk,175.26,65.77083999999999,,,"Apr 13, 1994",1994.0
Karen Darabedyan,170.18,70.30676,172.72,Orthodox,"Dec 18, 1986",1986.0
Karine Gevorgyan,162.56,56.699,160.02,,"Mar 09, 1989",1989.0
Karl Amoussou,180.34,83.91452,,Orthodox,"Nov 21, 1985",1985.0
Karl Reed,190.5,92.98636,198.12,Orthodox,"Oct 27, 1988",1988.0
Karl Roberson,185.42,92.98636,187.96,Southpaw,"Oct 04, 1990",1990.0
Karl Willis,,,,,,
Karla Benitez,160.02,51.255896,,,,
Karlos Vemola,182.88,83.91452,190.5,Orthodox,"Jul 03, 1985",1985.0
Karo Parisyan,177.8,77.11064,182.88,Orthodox,"Aug 28, 1982",1982.0
Karol Rosa,167.64000000000001,61.23492,,,"Dec 30, 1994",1994.0
Karolina Kowalkiewicz,160.02,52.16308,162.56,Orthodox,"Oct 15, 1985",1985.0
Katlyn Chookagian,175.26,56.699,172.72,Orthodox,"Dec 28, 1988",1988.0
Katsuhiko Nagata,170.18,69.853168,,Southpaw,"Oct 31, 1973",1973.0
Katsuhisa Fujii,182.88,92.98636,,Orthodox,"Aug 15, 1972",1972.0
Katsunori Kikuno,172.72,65.77083999999999,167.64000000000001,Orthodox,"Oct 31, 1981",1981.0
Katsuya Inoue,175.26,76.203456,,Southpaw,"Aug 10, 1979",1979.0
Katsuyori Shibata,182.88,76.203456,,Orthodox,"Nov 17, 1979",1979.0
Kazuhiro Hamanaka,182.88,83.91452,,Southpaw,"Oct 24, 1978",1978.0
Kazuhiro Nakamura,180.34,92.98636,177.8,Orthodox,"Jul 16, 1979",1979.0
Kazuhisa Watanabe,167.64000000000001,63.049288,,,"May 18, 1983",1983.0
Kazuki Okubo,180.34,79.3786,,Orthodox,,
Kazuki Tokudome,180.34,70.30676,185.42000000000002,Southpaw,"Mar 04, 1987",1987.0
Kazunari Murakami,185.42,99.79024,,Orthodox,"Nov 29, 1973",1973.0
Kazunori Yokota,172.72,69.853168,,Orthodox,"Apr 03, 1978",1978.0
Kazuo Misaki,172.72,83.007336,,Orthodox,"Apr 25, 1976",1976.0
Kazushi Sakuraba,182.88,83.91452,,Southpaw,"Jul 14, 1969",1969.0
Kazuyuki Fujita,182.88,106.59412,,Orthodox,"Oct 16, 1970",1970.0
Kazuyuki Miyata,172.72,63.049288,,Orthodox,,
Keenan Raymond,,74.84268,,,,
Keigo Kunihara,182.88,106.59412,,Orthodox,,
Keiichiro Yamamiya,180.34,83.91452,,Southpaw,"Jul 12, 1972",1972.0
Keisuke Fujiwara,167.64000000000001,63.049288,,Switch,,
Keita Nakamura,180.34,77.11064,185.42000000000002,Southpaw,"May 22, 1984",1984.0
Keith Berish,182.88,92.98636,185.42000000000002,Orthodox,"Nov 14, 1985",1985.0
Keith Berry,185.42,83.91452,,,"Oct 25, 1987",1987.0
Keith Hackney,180.34,90.7184,,Sideways,,
Keith Jardine,187.96,83.91452,193.04,Orthodox,"Oct 31, 1975",1975.0
Keith Mielke,172.72,83.91452,,,,
Keith Rockel,182.88,83.91452,,Orthodox,,
Keith Wisniewski,182.88,77.11064,190.5,Orthodox,"Oct 25, 1981",1981.0
Kelly Dullanty,172.72,70.30676,,Orthodox,"Nov 04, 1977",1977.0
Kelly Faszholz,172.72,61.23492,170.18,Orthodox,"Apr 09, 1985",1985.0
Kelly Kobold,167.64000000000001,61.23492,,Orthodox,"Feb 25, 1983",1983.0
Kelly Velasco,175.26,61.23492,,Orthodox,"May 21, 1995",1995.0
Kelvin Gastelum,175.26,83.91452,180.34,Southpaw,"Oct 24, 1991",1991.0
Kemran Lachinov,,77.11064,,,,
Ken Kaneko,182.88,73.028312,,Orthodox,,
Ken Shamrock,185.42,92.98636,182.88,Orthodox,"Feb 11, 1964",1964.0
Ken Stone,172.72,61.23492,180.34,,"Oct 08, 1982",1982.0
Kendall Grove,198.12,83.91452,200.66,Orthodox,"Nov 12, 1982",1982.0
Kengo Ura,175.26,74.84268,,,"Jun 20, 1981",1981.0
Kengo Watanabe,193.04,99.79024,,Orthodox,"Jan 31, 1976",1976.0
Kenichi Yamamoto,182.88,77.11064,,Orthodox,"Jul 11, 1976",1976.0
Kenji Arai,177.8,65.77083999999999,,Southpaw,"Oct 05, 1979",1979.0
Kenji Osawa,170.18,61.23492,167.64000000000001,Orthodox,"Nov 04, 1976",1976.0
Kenneth Alexander,175.26,70.30676,,Orthodox,"Sep 25, 1977",1977.0
Kenneth Bergh,187.96,92.98636,193.04,Orthodox,"Jun 26, 1989",1989.0
Kenneth Seegrist,182.88,83.91452,,Orthodox,,
Kenny Florian,177.8,65.77083999999999,187.96,Southpaw,"May 26, 1976",1976.0
Kenny Giddens,180.34,70.30676,,,,
Kenny Robertson,177.8,77.11064,187.96,Orthodox,"Feb 14, 1984",1984.0
Kenyon Jackson,182.88,83.91452,,,,
Kerry Schall,187.96,120.20188,,Orthodox,"Aug 09, 1971",1971.0
Kerry Vera,170.18,61.23492,,Orthodox,,
Kestutis Smirnovas,177.8,90.7184,,Orthodox,,
Ketlen Vieira,172.72,61.23492,172.72,Orthodox,"Aug 26, 1991",1991.0
Kevin Aguilar,170.18,65.77083999999999,185.42000000000002,Orthodox,"Sep 07, 1988",1988.0
Kevin Burns,177.8,77.11064,187.96,Orthodox,"Mar 03, 1980",1980.0
Kevin Casey,180.34,83.91452,195.58,Southpaw,"Jun 15, 1981",1981.0
Kevin Engel,187.96,77.11064,,,,
Kevin Ferguson,187.96,106.59412,,Orthodox,"Feb 08, 1974",1974.0
Kevin Gray,162.56,56.699,170.18,Orthodox,"May 03, 1985",1985.0
Kevin Haley,187.96,92.98636,,,,
Kevin Holland,190.5,83.91452,205.74,Orthodox,"Nov 05, 1992",1992.0
Kevin Jackson,177.8,90.264808,,Switch,,
Kevin Jordan,190.5,111.13004,,Orthodox,"Dec 31, 1970",1970.0
Kevin Knabjian,177.8,77.11064,,Orthodox,"Jul 05, 1984",1984.0
Kevin Lee,175.26,77.11064,195.58,Orthodox,"Sep 04, 1992",1992.0
Kevin Randleman,177.8,92.98636,,Orthodox,"Aug 10, 1971",1971.0
Kevin Roddy,180.34,65.77083999999999,,,,
Kevin Rosier,193.04,124.7378,,Orthodox,,
Kevin Souza,182.88,65.77083999999999,187.96,Orthodox,"Oct 17, 1984",1984.0
Kevin Syler,175.26,70.30676,,,"Jul 29, 1993",1993.0
Khabib Nurmagomedov,177.8,70.30676,177.8,Orthodox,"Sep 20, 1988",1988.0
Khadis Ibragimov,187.96,92.98636,,,"May 21, 1995",1995.0
Khalid Murtazaliev,182.88,83.91452,193.04,Orthodox,"Jul 15, 1993",1993.0
Khalid Taha,165.1,61.23492,175.26,Orthodox,"Feb 15, 1992",1992.0
Khalil Rountree Jr.,185.42,92.98636,193.04,Southpaw,"Feb 26, 1990",1990.0
Khomkrit Niimi,157.48000000000002,56.699,,,,
Kier Gooch,,70.30676,,,"Apr 21, 1986",1986.0
Kiichi Kunimoto,177.8,77.11064,180.34,Orthodox,"May 01, 1981",1981.0
Kim Couture,172.72,61.23492,,Orthodox,"Dec 18, 1975",1975.0
Kim In Seok,167.64000000000001,65.77083999999999,,Orthodox,,
Kimo Leopoldo,190.5,106.59412,,Orthodox,"Jan 05, 1968",1968.0
Kin Moy,165.1,61.23492,,,,
Kiril Sidelnikov,180.34,104.32616,,,"Aug 17, 1988",1988.0
Kit Cope,182.88,77.11064,,Orthodox,"Mar 17, 1977",1977.0
Kiyoshi Tamura,180.34,83.91452,,Southpaw,"Dec 17, 1969",1969.0
Klayton Mai,175.26,56.699,,,"Nov 30, 1986",1986.0
Klidson Abreu,182.88,106.59412,187.96,Orthodox,"Dec 24, 1992",1992.0
Koichiro Matsumoto,170.18,65.77083999999999,,,"Mar 07, 1986",1986.0
Koji Kitao,200.66,158.7572,,Southpaw,"Oct 12, 1963",1963.0
Koji Oishi,172.72,77.11064,,Orthodox,"May 31, 1977",1977.0
Konstantin Erokhin,180.34,104.32616,185.42000000000002,Orthodox,"Jan 31, 1983",1983.0
Kotetsu Boku,175.26,69.853168,,Orthodox,"May 27, 1977",1977.0
Kris McCray,182.88,77.11064,193.04,Orthodox,"Sep 24, 1981",1981.0
Krishaun Gilmore,,,,,,
Kristian Rothaermel,182.88,92.98636,,Open Stance,"Jan 31, 1972",1972.0
Kristof Midoux,185.42,99.79024,,Orthodox,"Jul 30, 1974",1974.0
Kron Gracie,175.26,65.77083999999999,177.8,Southpaw,"Jul 11, 1988",1988.0
Krzysztof Jotko,185.42,83.91452,195.58,Southpaw,"Aug 19, 1989",1989.0
Krzysztof Soszynski,185.42,92.98636,195.58,Open Stance,"Aug 02, 1977",1977.0
Kultar Gill,182.88,69.853168,,Orthodox,"Mar 24, 1979",1979.0
Kuniyoshi Hironaka,177.8,76.203456,177.8,Orthodox,"Jun 17, 1976",1976.0
Kurt Holobaugh,180.34,70.30676,177.8,Orthodox,"Sep 08, 1986",1986.0
Kurt Osiander,,83.91452,,,,
Kurt Pellegrino,172.72,70.30676,177.8,Orthodox,"May 07, 1979",1979.0
Kwan Ho Kwak,165.1,61.23492,177.8,Switch,"Jun 18, 1989",1989.0
Kyle Bochniak,170.18,65.77083999999999,177.8,Orthodox,"Feb 05, 1987",1987.0
Kyle Bolt,187.96,83.91452,,,,
Kyle Bradley,175.26,70.30676,180.34,Orthodox,"Aug 19, 1982",1982.0
Kyle Daukaus,190.5,83.91452,193.04,Southpaw,"Feb 27, 1993",1993.0
Kyle Dietz,172.72,61.23492,,Orthodox,"Apr 29, 1986",1986.0
Kyle Jensen,175.26,77.11064,,Orthodox,"Jul 20, 1979",1979.0
Kyle Kingsbury,193.04,92.98636,193.04,Orthodox,"Mar 22, 1982",1982.0
Kyle Kurtz,,77.11064,,,,
Kyle Levinton,,,,,,
Kyle Nelson,180.34,70.30676,180.34,Switch,"Apr 20, 1991",1991.0
Kyle Noke,185.42,77.11064,193.04,Southpaw,"Mar 18, 1980",1980.0
Kyle Prepolec,177.8,77.11064,177.8,Southpaw,"Aug 30, 1989",1989.0
Kyle Stewart,187.96,77.11064,193.04,Orthodox,"Jan 31, 1989",1989.0
Kyle Sturgeon,190.5,102.0582,,Switch,,
Kyle Watson,182.88,70.30676,,,"Aug 09, 1979",1979.0
Kyler Phillips,172.72,61.23492,,Orthodox,"Jun 12, 1995",1995.0
Kyoji Horiguchi,165.1,56.699,167.64000000000001,Orthodox,"Oct 12, 1990",1990.0
Kyosuke Sasaki,170.18,83.007336,,Southpaw,,
Kyung Ho Kang,175.26,61.23492,185.42000000000002,Orthodox,"Sep 09, 1987",1987.0
LC Davis,172.72,61.23492,175.26,Southpaw,"Oct 28, 1980",1980.0
Lacey Schuckman,160.02,56.699,,,,
Lance Benoist,180.34,77.11064,185.42000000000002,Southpaw,"Aug 26, 1988",1988.0
Lance Gibson,175.26,83.91452,,Orthodox,"Nov 20, 1970",1970.0
Lance Lawrence,182.88,65.77083999999999,,,"Jun 26, 1993",1993.0
Lando Vannata,175.26,70.30676,180.34,Orthodox,"Mar 14, 1992",1992.0
Landon Showalter,182.88,83.91452,,,"Jun 14, 1976",1976.0
Larissa Pacheco,170.18,61.23492,175.26,Orthodox,"Sep 07, 1994",1994.0
Larry Cureton,187.96,108.86207999999999,,Orthodox,,
Larry Parker,180.34,92.98636,,Orthodox,,
Laureano Staropoli,185.42,77.11064,180.34,Orthodox,"Feb 27, 1993",1993.0
Lauren Mueller,165.1,56.699,170.18,Orthodox,"Nov 15, 1991",1991.0
Lauren Murphy,170.18,56.699,170.18,Orthodox,"Jul 27, 1983",1983.0
Lavar Johnson,193.04,108.86207999999999,208.28,Orthodox,"Jun 11, 1977",1977.0
Laverne Clark,180.34,77.11064,,Orthodox,"Dec 02, 1973",1973.0
Lazar Stojadinovic,170.18,65.77083999999999,172.72,Southpaw,"Mar 22, 1989",1989.0
Leah Letson,170.18,65.77083999999999,180.34,,"Aug 21, 1992",1992.0
Leandro Issa,170.18,61.23492,175.26,Orthodox,"Sep 19, 1983",1983.0
Leandro Silva,175.26,70.30676,182.88,Orthodox,"Nov 11, 1985",1985.0
Lee Brousseau,185.42,92.98636,,,"Oct 04, 1974",1974.0
Lee Gibson,170.18,70.30676,,,,
Lee Higgins,,70.30676,,,"Jul 14, 1980",1980.0
Lee Kwan Bum,187.96,129.727312,,Orthodox,,
Lee Murray,190.5,83.91452,,Orthodox,"Sep 12, 1977",1977.0
Leigh Remedios,170.18,70.30676,,Orthodox,"Jan 13, 1976",1976.0
Leiticia Pestova,167.64000000000001,61.23492,,Orthodox,"Jan 15, 1984",1984.0
Lemont Davis,172.72,77.11064,,Orthodox,,
Len Bentley,175.26,70.30676,,,"Nov 30, 1982",1982.0
Leo Kuntz,177.8,70.30676,187.96,Orthodox,"Oct 03, 1983",1983.0
Leo Sylvest,180.34,92.98636,,Orthodox,"Sep 03, 1973",1973.0
Leon Edwards,182.88,77.11064,187.96,Southpaw,"Aug 25, 1991",1991.0
Leon Shahbazyan,193.04,77.11064,195.58,Orthodox,"Nov 18, 1995",1995.0
Leonard Garcia,177.8,65.77083999999999,175.26,Orthodox,"Jul 14, 1979",1979.0
Leonardo Augusto Leleco,182.88,83.91452,185.42000000000002,Orthodox,"Apr 15, 1982",1982.0
Leonardo Mafra,177.8,70.30676,177.8,Orthodox,"Apr 25, 1989",1989.0
Leonardo Morales,172.72,61.23492,172.72,Southpaw,"Dec 22, 1992",1992.0
Leonardo Santos,182.88,70.30676,190.5,Orthodox,"Feb 05, 1980",1980.0
Leonardo Silva,187.96,83.91452,,Orthodox,"Apr 23, 1992",1992.0
Leslie Smith,175.26,61.23492,167.64000000000001,Orthodox,"Aug 17, 1982",1982.0
Levan Makashvili,172.72,65.77083999999999,172.72,Orthodox,"Jan 07, 1989",1989.0
Levi Alford,,,,,,
Levi Avera,185.42,77.11064,,,"May 17, 1982",1982.0
Lewis Gonzalez,177.8,77.11064,185.42000000000002,Orthodox,"Sep 19, 1987",1987.0
Li Jingliang,182.88,77.11064,180.34,Orthodox,"Mar 20, 1988",1988.0
Liam McGeary,198.12,92.98636,,,"Oct 04, 1982",1982.0
Liana Jojua,162.56,61.23492,,,"Mar 22, 1995",1995.0
Lina Kvokov,175.26,61.23492,,Orthodox,,
Lina Lansberg,170.18,61.23492,165.1,Orthodox,"Mar 13, 1982",1982.0
Linton Vassell,193.04,92.98636,,,"Jun 03, 1983",1983.0
Lionel Lanham,,92.98636,,,"Aug 31, 1980",1980.0
Lisa Ellis,162.56,52.16308,157.48,,"Nov 15, 1982",1982.0
Lissette Neri,157.48000000000002,65.77083999999999,,,"Aug 05, 1987",1987.0
Liu Pingyuan,167.64000000000001,61.23492,182.88,Orthodox,"Feb 13, 1993",1993.0
Livinha Souza,165.1,52.16308,160.02,Orthodox,"Mar 11, 1991",1991.0
Liz Carmouche,167.64000000000001,56.699,167.64000000000001,Orthodox,"Feb 19, 1984",1984.0
Lloyd Van Dams,185.42,108.86207999999999,,Southpaw,"Mar 05, 1972",1972.0
Lodune Sincaid,175.26,83.91452,,Orthodox,"May 07, 1973",1973.0
Logan Clark,187.96,83.91452,,Orthodox,"Feb 16, 1985",1985.0
Logan Nail,,83.91452,,,"Jun 20, 1989",1989.0
Lolohea Mahe,,,,,,
Lorenz Larkin,180.34,77.11064,182.88,Orthodox,"Sep 03, 1986",1986.0
Lorenzo Hood,190.5,120.20188,,,,
Louis Gaudinot,160.02,56.699,160.02,Orthodox,"Aug 28, 1984",1984.0
Louis Jauregui,170.18,77.11064,,,,
Louis Smolka,175.26,61.23492,172.72,Orthodox,"Jul 16, 1991",1991.0
Louis Taylor,180.34,83.91452,187.96,Orthodox,"May 12, 1979",1979.0
Lowell Anderson,167.64000000000001,72.57472,,Orthodox,,
Luan Chagas,182.88,77.11064,190.5,Orthodox,"Jun 17, 1993",1993.0
Luana Carolina,167.64000000000001,56.699,175.26,Orthodox,"Jun 11, 1993",1993.0
Luc Bondole,187.96,92.98636,,,,
Lucas Gamaza,,77.11064,,,,
Lucas Lopes,187.96,83.91452,,,"Oct 05, 1979",1979.0
Lucas Martins,182.88,65.77083999999999,182.88,Southpaw,"Nov 11, 1988",1988.0
Lucas Stark,,70.30676,,,,
Luciano Azevedo,190.5,73.028312,,Orthodox,"Jun 25, 1981",1981.0
Lucie Pudilova,172.72,56.699,170.18,Orthodox,"Jun 13, 1994",1994.0
Lucio Linhares,187.96,83.91452,,Orthodox,"Dec 08, 1973",1973.0
Luigi Fioravanti,172.72,77.11064,177.8,Orthodox,"Jan 22, 1981",1981.0
Luigi Vendramini,172.72,77.11064,,Orthodox,"Jan 16, 1996",1996.0
Luis Gomez,170.18,65.77083999999999,172.72,Orthodox,"Jan 28, 1995",1995.0
Luis Henrique,187.96,110.222856,187.96,Orthodox,"Aug 21, 1993",1993.0
Luis Mendoza,,70.30676,,,,
Luis Pena,190.5,70.30676,190.5,Southpaw,"Jul 05, 1993",1993.0
Luis Ramos,172.72,77.11064,,Orthodox,"Jan 18, 1981",1981.0
Luis Santos,185.42,77.11064,,Southpaw,,
Luiz Azeredo,175.26,69.853168,,Orthodox,"Jun 10, 1976",1976.0
Luiz Cane,187.96,83.91452,195.58,Southpaw,"Apr 24, 1981",1981.0
Luiz Dutra,180.34,77.11064,180.34,Orthodox,"May 06, 1982",1982.0
Luiz Firmino,167.64000000000001,69.853168,,Orthodox,"Mar 18, 1982",1982.0
Lukasz Les,,77.11064,,,"Nov 05, 1981",1981.0
Lukasz Sajewski,172.72,70.30676,180.34,Orthodox,"Nov 27, 1990",1990.0
Luke Barnatt,198.12,83.91452,195.58,Orthodox,"Apr 13, 1988",1988.0
Luke Caudillo,170.18,70.30676,,Orthodox,"Nov 30, 1980",1980.0
Luke Cummo,182.88,77.11064,187.96,Orthodox,"Apr 27, 1980",1980.0
Luke Flores,182.88,70.30676,,Southpaw,"Mar 17, 1988",1988.0
Luke Hartwig,,,,,,
Luke Jumeau,180.34,77.11064,182.88,Orthodox,"Feb 12, 1988",1988.0
Luke Rockhold,190.5,83.91452,195.58,Southpaw,"Oct 17, 1984",1984.0
Luke Sanders,167.64000000000001,61.23492,170.18,Southpaw,"Dec 12, 1985",1985.0
Luke Stewart,180.34,77.11064,,Orthodox,,
Luke Zachrich,187.96,83.91452,187.96,Orthodox,"Dec 19, 1981",1981.0
Lumumba Sayers,182.88,83.91452,,,"Jun 30, 1978",1978.0
Lyle Beerbohm,177.8,70.30676,,Southpaw,"Feb 05, 1979",1979.0
Lyman Good,182.88,77.11064,187.96,Orthodox,"May 26, 1985",1985.0
Lyoto Machida,185.42,83.91452,187.96,Southpaw,"May 30, 1978",1978.0
Mabelly Lima,157.48000000000002,61.23492,,Orthodox,"Jan 25, 1994",1994.0
Mac Danzig,172.72,70.30676,177.8,Orthodox,"Jan 02, 1980",1980.0
Maciej Jewtuszko,182.88,70.30676,,Southpaw,"Jan 31, 1981",1981.0
Mack Brewer,,92.98636,,,,
Mackens Semerzier,175.26,65.77083999999999,182.88,Orthodox,"Nov 03, 1980",1980.0
Mackenzie Dern,162.56,52.16308,160.02,Orthodox,"Mar 24, 1993",1993.0
Macy Chiasson,180.34,61.23492,182.88,,"Jul 27, 1991",1991.0
Mads Burnell,172.72,65.77083999999999,175.26,Orthodox,"Mar 06, 1994",1994.0
Magno Almeida,182.88,70.30676,,,"Jun 06, 1985",1985.0
Magnus Cedenblad,195.57999999999998,83.91452,200.66,Orthodox,"Apr 10, 1982",1982.0
Magomed Ankalaev,190.5,92.98636,190.5,Orthodox,"Jun 02, 1992",1992.0
Magomed Bibulatov,165.1,56.699,165.1,Orthodox,"Aug 22, 1988",1988.0
Magomed Mustafaev,172.72,70.30676,180.34,Orthodox,"Aug 02, 1988",1988.0
Magomed Sultanakhmedov,187.96,83.91452,,Southpaw,,
Maia Stevenson,162.56,52.16308,157.48,Orthodox,"Mar 19, 1982",1982.0
Maiara Amanajas dos Santos,165.1,52.16308,,Southpaw,"Jul 11, 1987",1987.0
